DAOPHOTID,RA,DEC,u,uError,g,gError,r,rError,i,iError,z,zError
15960,250.4090171,36.41467524,99.999,9.999,21.248,0.083,20.579,0.089,20.439,0.073,20.421,0.244
21032,250.4090262,36.43620021,18.795,0.034,17.782,0.025,17.476,0.038,17.293,0.043,17.389,0.043
28800,250.4090277,36.46651561,16.502,0.036,15.056,0.033,14.409,0.039,99.999,9.999,14.078,0.017
10062,250.4090323,36.38130611,21.565,0.16,20.601,0.024,20.301,0.042,19.953,0.027,19.926,0.136
17474,250.4090398,36.42134005,19.636,0.045,18.617,0.02,18.352,0.03,18.314,0.024,18.28,0.042
24110,250.4090448,36.44818447,18.662,0.056,17.651,0.067,17.422,0.092,17.208,0.094,17.342,0.092
29628,250.4090589,36.46973362,18.675,0.094,17.585,0.124,17.198,0.141,16.888,0.185,17.296,0.129
18751,250.4090634,36.42660775,20.982,0.172,19.432,0.103,19.021,0.137,18.735,0.157,19.126,0.167
30271,250.4090637,36.47222818,19.279,0.072,18.292,0.076,18.035,0.091,17.822,0.107,17.719,0.066
19873,250.4090651,36.43130263,20.16,0.111,19.212,0.074,18.935,0.115,18.434,0.303,18.885,0.09
30027,250.4090656,36.47126834,18.016,0.08,17.629,0.052,17.519,0.045,17.484,0.09,17.639,0.088
24883,250.4090681,36.45126159,18.337,0.057,17.277,0.069,16.954,0.089,16.806,0.11,16.919,0.07
20711,250.4090712,36.4347595,21.144,0.18,20.38,0.094,20.148,0.137,20.047,0.175,20.127,0.319
13307,250.409077,36.40112263,21.299,0.131,20.247,0.036,19.864,0.049,19.727,0.05,19.694,0.117
29238,250.4090847,36.46814227,16.891,0.032,15.388,0.036,14.714,0.032,99.999,9.999,14.341,0.028
13535,250.4090853,36.40229868,18.539,0.028,17.281,0.009,16.798,0.037,16.585,0.021,16.519,0.017
16520,250.4090934,36.41698676,21.748,0.237,20.575,0.044,20.185,0.065,19.93,0.044,19.967,0.145
12571,250.4090963,36.39710515,99.999,9.999,22.64,0.133,21.871,0.121,21.371,0.106,99.999,9.999
25450,250.4090993,36.45347105,19.322,0.121,18.315,0.11,18.092,0.112,17.7,0.115,18.002,0.113
14493,250.4091045,36.4073305,21.492,0.182,20.573,0.039,20.214,0.054,19.94,0.049,19.836,0.152
19492,250.409111,36.42975657,20.864,0.142,19.682,0.044,19.178,0.079,19.247,0.111,19.202,0.119
23482,250.4091115,36.44569835,19.022,0.045,18.008,0.053,17.668,0.057,17.674,0.062,17.583,0.058
20984,250.4091139,36.43591943,19.029,0.039,18.067,0.041,17.706,0.059,17.656,0.074,17.528,0.051
24283,250.4091152,36.44874499,18.141,0.08,16.621,0.097,16.152,0.128,15.891,0.137,16.207,0.117
4227,250.4091219,36.31747791,21.248,0.113,20.243,0.02,19.84,0.022,19.733,0.026,19.787,0.134
16214,250.4091235,36.41566525,21.39,0.22,20.157,0.027,19.854,0.037,19.726,0.047,19.611,0.106
26021,250.4091279,36.45563854,17.914,0.077,16.586,0.233,15.096,0.2,99.999,9.999,15.945,0.093
5523,250.4091299,36.33742669,99.999,9.999,22.121,0.088,21.394,0.06,21.166,0.078,20.542,0.231
4513,250.4091308,36.32218865,19.503,0.035,18.569,0.011,18.307,0.022,18.219,0.021,18.19,0.039
21486,250.4091323,36.43792557,19.188,0.044,18.109,0.036,17.832,0.048,17.709,0.054,17.706,0.032
15044,250.409139,36.41022229,16.426,0.026,14.782,0.007,14.178,0.037,99.999,9.999,13.848,0.013
29840,250.4091415,36.47046017,18.739,0.072,17.811,0.083,17.484,0.119,17.452,0.127,17.501,0.098
8790,250.4091497,36.37125089,20.473,0.068,19.467,0.015,19.103,0.024,18.969,0.024,18.911,0.045
20530,250.4091561,36.4339892,21.357,0.213,19.847,0.127,19.452,0.147,19.421,0.167,19.53,0.151
20039,250.409183,36.43188668,16.612,0.021,15.114,0.013,14.478,0.033,99.999,9.999,14.098,0.015
22679,250.4091907,36.44248737,19.519,0.088,18.529,0.086,18.169,0.106,18.133,0.096,18.167,0.095
21738,250.4091981,36.43883969,18.607,0.025,17.539,0.034,17.227,0.05,17.081,0.06,17.155,0.044
26841,250.4091997,36.45877615,18.506,0.083,17.387,0.107,17.172,0.103,17.022,0.154,17.191,0.09
17576,250.4092088,36.42168279,20.645,0.092,19.684,0.028,19.216,0.044,19.223,0.036,19.113,0.088
10558,250.4092148,36.38454543,99.999,9.999,21.397,0.057,20.825,0.06,20.536,0.065,20.813,0.371
11170,250.4092168,36.38864855,20.068,0.049,19.13,0.017,18.85,0.022,18.701,0.028,18.816,0.055
23407,250.4092245,36.44526441,19.077,0.056,17.901,0.059,17.515,0.043,17.106,0.089,17.248,0.045
25628,250.40923,36.45395725,19.149,0.074,18.052,0.09,17.937,0.11,18.298,0.309,17.845,0.08
22879,250.4092327,36.44323411,18.678,0.054,17.622,0.106,17.576,0.131,17.109,0.117,17.494,0.115
29427,250.4092363,36.4687628,19.408,0.109,18.388,0.098,18.049,0.106,17.17,0.338,17.937,0.109
27188,250.4092561,36.46010452,15.176,0.073,99.999,9.999,99.999,9.999,99.999,9.999,11.768,0.013
15207,250.409265,36.4108983,99.999,9.999,20.558,0.074,19.94,0.092,19.282,0.164,19.771,0.134
10265,250.4092721,36.38253357,21.971,0.238,20.415,0.026,20.021,0.042,19.833,0.053,19.642,0.117
14402,250.4092747,36.40676383,21.178,0.153,19.981,0.02,19.652,0.036,19.525,0.03,19.397,0.101
27530,250.4092748,36.46137088,17.627,0.037,16.391,0.042,15.958,0.041,15.523,0.058,15.57,0.037
17728,250.4092788,36.42227849,20.598,0.085,19.791,0.022,19.541,0.044,19.405,0.037,19.34,0.095
24120,250.4092907,36.44798498,18.714,0.045,17.618,0.067,17.263,0.08,17.251,0.104,17.277,0.075
17239,250.4093108,36.4199378,20.512,0.077,19.418,0.024,19.025,0.047,18.899,0.048,18.889,0.066
26322,250.4093116,36.45666645,17.945,0.074,17.084,0.192,15.282,0.132,14.662,0.141,16.512,0.118
30037,250.4093637,36.47099061,19.414,0.119,18.359,0.057,18.02,0.079,17.962,0.117,17.945,0.081
18094,250.4093667,36.42369278,17.111,0.023,15.639,0.02,15.059,0.036,14.829,0.023,14.723,0.018
22836,250.4093679,36.44292814,17.19,0.021,15.874,0.029,15.323,0.036,15.131,0.037,15.011,0.023
29123,250.4093687,36.46740452,18.054,0.046,16.845,0.055,16.414,0.064,16.003,0.09,16.213,0.054
17137,250.4093757,36.41949191,21.772,0.216,20.908,0.053,20.471,0.079,20.29,0.068,20.287,0.214
19905,250.4093782,36.43113026,19.548,0.042,18.505,0.029,18.175,0.047,18.042,0.072,18.167,0.051
29835,250.4093909,36.47019019,18.172,0.045,17.175,0.062,16.847,0.074,16.58,0.091,16.76,0.087
14521,250.4093918,36.40717726,22.108,0.366,20.778,0.064,20.129,0.064,20.077,0.067,19.896,0.146
26787,250.4093944,36.45834054,19.51,0.126,18.542,0.131,18.105,0.15,17.818,0.141,18.083,0.148
11654,250.4093958,36.39140897,20.369,0.072,19.483,0.018,19.171,0.029,19.055,0.029,19.013,0.06
901,250.4093982,36.20487431,22.133,0.261,21.732,0.067,21.244,0.081,20.991,0.087,99.999,9.999
15505,250.4093994,36.41217824,20.55,0.084,19.741,0.021,19.517,0.034,19.299,0.032,19.309,0.079
27497,250.4094041,36.46111195,17.57,0.031,16.341,0.04,16.189,0.084,16.265,0.083,16.328,0.061
17703,250.4094396,36.42199446,20.781,0.093,19.665,0.02,19.32,0.036,19.264,0.038,19.23,0.084
21052,250.4094512,36.43581986,19.732,0.079,18.7,0.063,18.52,0.102,18.331,0.113,18.422,0.094
16458,250.4094573,36.41636233,20.149,0.05,19.266,0.017,19.032,0.062,18.864,0.032,18.814,0.056
15974,250.4094587,36.41429811,99.999,9.999,21.736,0.101,21.147,0.101,20.961,0.141,20.86,0.335
19779,250.4094626,36.43053639,19.526,0.041,18.602,0.03,18.344,0.046,18.32,0.046,18.334,0.042
28465,250.4094675,36.46479881,18.625,0.074,17.599,0.088,17.338,0.112,16.858,0.162,17.16,0.104
23322,250.4094702,36.44475991,17.786,0.032,16.459,0.032,15.928,0.038,15.892,0.067,15.652,0.033
8533,250.4094823,36.36867332,21.436,0.16,20.957,0.037,20.537,0.041,20.475,0.063,20.732,0.259
17899,250.4094965,36.42279566,20.795,0.116,19.793,0.038,19.446,0.055,19.276,0.045,19.406,0.099
25248,250.4095032,36.45219592,19.219,0.104,18.159,0.097,17.738,0.129,17.497,0.163,17.866,0.173
14891,250.4095049,36.40901526,20.164,0.067,19.176,0.035,18.855,0.055,18.683,0.05,18.734,0.072
16976,250.4095095,36.41864205,19.914,0.055,19.033,0.027,18.804,0.042,18.584,0.034,18.664,0.046
21553,250.409517,36.43776476,19.606,0.058,18.561,0.034,18.293,0.044,18.243,0.054,18.12,0.048
15882,250.4095189,36.41378824,19.093,0.031,18.048,0.017,17.682,0.033,17.558,0.033,17.537,0.021
28000,250.4095306,36.46287305,19.514,0.132,18.207,0.109,17.419,0.172,99.999,9.999,17.321,0.189
9577,250.4095315,36.37710854,99.999,9.999,21.542,0.079,20.969,0.091,20.427,0.124,20.109,0.189
22054,250.4095316,36.43966562,20.127,0.098,19.284,0.07,19.133,0.082,18.936,0.098,19.168,0.13
17346,250.4095328,36.42025214,21.868,0.224,20.704,0.044,20.385,0.057,20.159,0.068,20.631,0.289
930,250.4095487,36.2067204,99.999,9.999,23.744,0.37,22.336,0.113,21.054,0.077,20.301,0.192
30298,250.4095491,36.47182007,18.956,0.063,18.051,0.063,17.898,0.083,17.655,0.08,17.678,0.067
16261,250.4095508,36.4153937,20.682,0.097,19.771,0.014,19.432,0.037,19.357,0.035,19.208,0.082
5956,250.4095565,36.34246705,99.999,9.999,22.56,0.097,21.675,0.056,21.412,0.119,99.999,9.999
5782,250.4095581,36.34042304,20.9,0.102,19.945,0.023,19.616,0.025,19.473,0.027,19.379,0.081
29614,250.4095623,36.46913645,18.546,0.061,17.119,0.071,16.564,0.096,16.314,0.111,16.596,0.068
13667,250.4095681,36.40261965,20.89,0.11,20.009,0.046,19.57,0.068,19.583,0.047,19.418,0.089
11245,250.4095712,36.38873482,21.6,0.204,20.498,0.032,19.949,0.036,19.955,0.044,19.849,0.155
24871,250.4095831,36.45067017,19.159,0.109,17.894,0.11,17.532,0.154,17.397,0.17,17.849,0.152
23888,250.4095852,36.44682007,17.978,0.037,16.736,0.054,16.224,0.057,16.01,0.054,15.894,0.038
10930,250.4095864,36.38669973,21.682,0.175,20.766,0.029,20.371,0.049,20.178,0.036,20.092,0.195
21973,250.4095932,36.43928565,20.097,0.109,19.062,0.113,18.608,0.117,18.506,0.148,18.736,0.124
30162,250.4096013,36.47122544,18.936,0.055,17.935,0.036,17.685,0.045,17.506,0.07,17.525,0.054
18669,250.4096018,36.42568769,16.87,0.023,15.362,0.013,14.757,0.036,99.999,9.999,14.407,0.016
26701,250.4096087,36.4577749,18.699,0.069,17.32,0.071,16.854,0.078,16.439,0.096,16.533,0.056
11847,250.4096239,36.39242269,99.999,9.999,21.566,0.053,20.965,0.063,20.672,0.058,20.435,0.209
28644,250.4096339,36.46527369,18.675,0.081,17.6,0.072,17.356,0.091,17.299,0.175,17.306,0.084
4584,250.4096402,36.32280975,99.999,9.999,21.545,0.042,20.924,0.037,20.812,0.049,20.816,0.258
25560,250.4096477,36.45330456,17.591,0.035,16.43,0.049,15.933,0.061,15.763,0.052,15.728,0.042
25735,250.4096488,36.45400957,18.368,0.052,99.999,9.999,17.075,0.192,15.398,0.192,17.044,0.059
16650,250.4096521,36.41699892,20.17,0.078,19.295,0.045,18.942,0.084,18.762,0.081,18.902,0.074
18041,250.4096611,36.42315977,20.489,0.138,19.623,0.091,19.145,0.113,19.15,0.087,19.185,0.131
21396,250.409662,36.43702486,20.899,0.158,19.734,0.089,19.579,0.149,19.29,0.137,19.397,0.161
16571,250.4096621,36.41664378,19.51,0.04,18.534,0.016,18.189,0.052,18.109,0.033,18.061,0.034
27658,250.4096747,36.4614631,17.866,0.041,16.757,0.049,16.429,0.058,16.12,0.165,16.013,0.04
16107,250.4096774,36.41465516,22.182,0.34,20.462,0.03,20.059,0.046,19.906,0.048,19.904,0.15
24517,250.4096878,36.44909393,19.027,0.101,17.982,0.142,17.724,0.148,17.495,0.178,17.521,0.114
29083,250.4096897,36.4669345,16.676,0.026,15.114,0.024,14.453,0.029,99.999,9.999,14.108,0.03
13247,250.4097102,36.4001663,21.842,0.218,20.842,0.038,20.404,0.04,20.117,0.042,20.165,0.153
26507,250.4097126,36.4569518,18.393,0.074,16.977,0.085,16.729,0.127,16.471,0.151,16.4,0.082
460,250.4097139,36.16479056,99.999,9.999,22.026,0.064,21.428,0.063,21.156,0.083,20.95,0.319
28978,250.4097263,36.4664311,17.936,0.091,17.26,0.057,16.851,0.069,16.735,0.175,16.786,0.09
19113,250.4097296,36.4274263,19.432,0.082,17.959,0.137,17.682,0.119,17.59,0.181,17.681,0.187
29307,250.4097396,36.4677755,19.646,0.163,18.734,0.118,18.269,0.107,17.922,0.108,18.103,0.114
7500,250.4097447,36.35915677,22.636,0.355,22.416,0.098,21.612,0.074,21.201,0.085,21.122,0.371
21015,250.4097453,36.43538627,18.643,0.034,17.472,0.02,17.008,0.046,16.839,0.033,16.744,0.031
29887,250.409746,36.47001068,18.116,0.047,16.897,0.064,16.317,0.065,16.185,0.069,16.002,0.049
18581,250.4097482,36.42519969,20.578,0.138,19.294,0.06,18.817,0.075,18.415,0.169,19.069,0.15
28834,250.4097542,36.46587438,17.18,0.038,15.741,0.034,15.143,0.044,14.942,0.041,14.84,0.043
9914,250.4097577,36.37936386,99.999,9.999,21.51,0.089,20.876,0.075,20.508,0.08,20.539,0.278
12084,250.4097613,36.39371229,21.697,0.193,20.704,0.038,20.207,0.043,19.992,0.056,19.762,0.127
28446,250.4097681,36.46445474,19.421,0.114,18.439,0.127,17.916,0.138,17.713,0.17,17.834,0.139
21152,250.4097689,36.43591938,19.375,0.063,18.277,0.068,17.839,0.097,17.779,0.12,17.888,0.076
6927,250.4097718,36.35342024,19.203,0.025,18.196,0.01,17.894,0.026,17.76,0.019,17.736,0.03
27595,250.4097732,36.46113781,17.356,0.033,15.959,0.049,15.332,0.059,15.235,0.064,15.096,0.033
15587,250.4097735,36.41213853,20.123,0.057,19.185,0.015,18.895,0.03,18.851,0.027,18.886,0.065
17025,250.4097782,36.41860635,21.651,0.226,19.964,0.052,19.418,0.051,19.531,0.061,19.265,0.074
30643,250.4097809,36.47295139,18.673,0.059,17.302,0.122,17.171,0.065,16.883,0.091,16.722,0.061
17913,250.4097868,36.42255284,21.328,0.161,20.164,0.046,19.715,0.047,19.716,0.044,19.782,0.137
12874,250.4097882,36.39808813,19.134,0.035,18.144,0.011,17.84,0.035,17.702,0.016,17.604,0.027
19297,250.4097888,36.42819358,20.318,0.096,18.908,0.11,18.685,0.114,16.993,0.199,18.56,0.132
8690,250.4097949,36.36984113,99.999,9.999,23.463,0.224,21.969,0.098,20.457,0.049,19.638,0.091
18359,250.4098105,36.42427273,21.242,0.174,19.909,0.073,19.444,0.084,19.212,0.106,19.439,0.136
30328,250.4098204,36.47165724,19.11,0.052,18.026,0.036,17.537,0.04,17.433,0.043,17.316,0.052
22250,250.4098358,36.44014715,19.562,0.108,18.814,0.086,18.919,0.147,18.5,0.09,18.575,0.085
65,250.4098389,36.1179586,21.96,0.199,19.672,0.019,18.209,0.026,17.495,0.017,17.053,0.028
22892,250.4098414,36.44265585,18.696,0.059,17.674,0.061,17.464,0.082,16.391,0.176,17.373,0.056
17629,250.4098478,36.42130721,21.829,0.262,20.173,0.107,19.624,0.125,19.589,0.161,19.701,0.189
15781,250.4098489,36.41294305,99.999,9.999,20.866,0.057,20.246,0.068,20.141,0.086,19.846,0.141
29485,250.4098505,36.46832615,19.713,0.158,18.748,0.14,18.489,0.141,99.999,9.999,18.31,0.162
30812,250.4098518,36.47354245,18.931,0.066,99.999,9.999,17.571,0.103,17.352,0.157,99.999,9.999
23692,250.4098542,36.44579941,19.233,0.095,18.066,0.089,17.692,0.109,17.601,0.144,17.929,0.165
12710,250.4098613,36.39707678,99.999,9.999,21.309,0.056,20.781,0.054,20.596,0.044,20.497,0.218
4473,250.4098626,36.32087077,99.999,9.999,21.038,0.032,20.521,0.049,20.262,0.053,20.34,0.214
6295,250.4098646,36.34638966,21.036,0.089,19.975,0.019,19.584,0.027,19.49,0.025,19.452,0.073
28573,250.409877,36.4648026,18.775,0.056,17.74,0.056,17.54,0.079,17.474,0.113,17.421,0.081
24748,250.4098836,36.44982475,18.866,0.096,17.727,0.147,17.547,0.182,17.248,0.186,17.676,0.173
23303,250.4098844,36.44421709,16.907,0.019,16.53,0.024,16.765,0.046,16.861,0.082,17.001,0.053
7754,250.4098893,36.36139628,20.295,0.058,19.25,0.02,18.958,0.041,18.858,0.033,18.756,0.059
17257,250.4098909,36.41942479,20.062,0.054,19.252,0.02,19.012,0.034,18.91,0.025,18.896,0.064
16459,250.4099018,36.41590715,99.999,9.999,21.132,0.056,20.707,0.081,20.175,0.083,20.096,0.176
22427,250.4099032,36.44080673,19.346,0.07,18.361,0.058,18.185,0.081,17.88,0.097,18.013,0.071
17408,250.4099036,36.42015545,99.999,9.999,21.539,0.08,20.963,0.097,20.905,0.125,20.34,0.235
23390,250.4099047,36.44451997,17.874,0.038,18.095,0.06,18.3,0.086,18.385,0.116,18.652,0.157
14260,250.4099116,36.40534599,19.172,0.034,18.172,0.015,17.842,0.038,17.705,0.029,17.689,0.025
14844,250.4099245,36.40833568,17.403,0.022,16.073,0.007,15.544,0.04,15.306,0.016,15.203,0.015
14525,250.4099431,36.40662888,99.999,9.999,21.703,0.065,21.44,0.075,21.017,0.093,99.999,9.999
26063,250.4099543,36.45497755,18.406,0.113,17.155,0.239,16.011,0.228,99.999,9.999,17.402,0.124
30611,250.4099568,36.47265286,18.905,0.072,17.704,0.144,17.358,0.108,17.406,0.147,17.422,0.103
27477,250.4099572,36.46045165,18.51,0.075,17.211,0.229,16.523,0.223,16.037,0.129,16.898,0.078
10035,250.4099645,36.38019419,99.999,9.999,22.416,0.087,21.711,0.084,21.204,0.115,99.999,9.999
20083,250.4099653,36.43129379,20.651,0.127,19.537,0.031,19.144,0.047,18.758,0.096,19.091,0.107
25348,250.4099786,36.4521512,18.971,0.075,18.031,0.084,17.695,0.097,17.438,0.117,17.689,0.097
13168,250.4099905,36.39941731,21.963,0.287,20.847,0.049,20.427,0.059,20.052,0.054,19.733,0.122
18920,250.4099948,36.42627616,20.12,0.136,18.721,0.202,18.282,0.216,15.403,0.243,18.193,0.199
26908,250.4099961,36.45819855,18.539,0.061,17.383,0.069,17.031,0.108,16.831,0.134,17.078,0.109
24350,250.4100022,36.44810526,18.675,0.05,17.506,0.049,17.063,0.054,16.885,0.06,16.844,0.037
520,250.4100043,36.17262515,19.481,0.045,18.319,0.011,17.847,0.025,17.659,0.019,17.565,0.021
25816,250.4100046,36.45393447,17.477,0.037,15.702,0.124,14.723,0.148,14.31,0.214,15.331,0.027
20767,250.4100081,36.43405996,21.159,0.197,20.167,0.085,20.285,0.13,19.806,0.096,20.055,0.196
28331,250.4100093,36.46376116,18.284,0.108,17.24,0.166,16.854,0.144,16.682,0.121,16.723,0.13
11648,250.4100111,36.39073178,21.794,0.19,20.525,0.063,19.893,0.075,19.701,0.077,19.668,0.121
16318,250.4100159,36.41518176,99.999,9.999,21.573,0.061,20.885,0.055,20.722,0.065,20.701,0.294
16868,250.4100243,36.41755279,21.49,0.189,20.367,0.048,20.026,0.061,19.789,0.053,19.706,0.127
26432,250.4100252,36.4563443,18.507,0.058,17.481,0.051,17.041,0.094,16.81,0.107,17.167,0.072
21789,250.4100269,36.43813964,19.975,0.095,18.94,0.051,18.638,0.066,18.431,0.054,18.51,0.077
4729,250.4100397,36.32472395,22.432,0.348,21.324,0.041,20.661,0.033,20.653,0.05,20.46,0.175
12036,250.4100407,36.39314024,99.999,9.999,21.775,0.062,21.142,0.056,21.048,0.074,99.999,9.999
24133,250.4100547,36.44725751,18.747,0.047,17.686,0.057,17.414,0.062,17.188,0.066,17.246,0.055
27047,250.4100567,36.45870714,16.267,0.032,15.535,0.059,15.442,0.157,99.999,9.999,15.577,0.155
10751,250.4100697,36.38500676,18.44,0.021,17.201,0.008,16.699,0.035,16.505,0.013,16.394,0.015
13295,250.4100778,36.40003118,21.808,0.219,20.606,0.027,20.103,0.03,19.96,0.038,19.899,0.126
23122,250.4100829,36.44331153,19.944,0.083,18.923,0.098,18.625,0.108,18.427,0.167,18.524,0.11
14425,250.410099,36.40600962,22.007,0.293,21.128,0.051,20.701,0.065,20.434,0.038,20.285,0.196
27305,250.4101133,36.45965095,17.518,0.283,16.495,0.187,15.425,0.151,14.087,0.144,16.377,0.163
30258,250.410116,36.4711004,18.616,0.038,17.574,0.054,17.214,0.056,17.046,0.092,17.055,0.053
21914,250.4101237,36.43849686,18.317,0.033,17.273,0.029,16.928,0.069,16.774,0.045,16.657,0.045
5348,250.4101278,36.33401409,19.972,0.045,19.119,0.015,18.86,0.023,18.76,0.018,18.715,0.054
10185,250.4101283,36.38112664,17.831,0.023,16.544,0.008,16.02,0.03,15.811,0.012,15.678,0.012
17824,250.4101323,36.42181436,99.999,9.999,21.02,0.092,20.598,0.075,20.352,0.086,20.291,0.231
16094,250.4101427,36.4141161,22.212,0.354,20.932,0.042,20.454,0.062,20.234,0.062,19.998,0.138
29388,250.4101603,36.46766075,19.078,0.072,18.145,0.061,17.808,0.07,17.643,0.083,17.868,0.074
28289,250.4101632,36.463427,16.478,0.022,15.666,0.037,15.915,0.051,16.026,0.077,16.281,0.057
23889,250.4101672,36.44622458,17.779,0.059,16.528,0.078,16.209,0.101,16.029,0.119,16.251,0.097
20267,250.4101708,36.43173903,19.735,0.064,18.753,0.023,18.463,0.037,18.165,0.093,18.387,0.056
1683,250.4101748,36.24682023,19.651,0.037,18.184,0.016,17.604,0.017,17.354,0.032,17.239,0.024
30493,250.4101783,36.47197407,19.667,0.102,18.704,0.105,18.616,0.127,18.43,0.142,18.418,0.118
11219,250.4101833,36.38796938,20.561,0.079,19.687,0.02,19.384,0.032,19.28,0.023,19.072,0.058
17216,250.4101912,36.41894724,20.482,0.073,19.576,0.027,19.178,0.043,19.079,0.059,19.028,0.071
15021,250.4102013,36.40899892,20.372,0.063,19.439,0.042,19.059,0.077,18.912,0.075,18.903,0.074
23672,250.4102113,36.44537491,19.305,0.066,18.257,0.052,17.952,0.073,17.86,0.081,17.872,0.07
30796,250.4102132,36.47309889,17.976,0.033,17.678,0.334,16.408,0.04,16.118,0.067,16.565,0.191
15403,250.4102194,36.41092254,99.999,9.999,21.197,0.058,20.487,0.071,20.186,0.07,20.267,0.221
6926,250.410222,36.35293828,99.999,9.999,22.119,0.078,21.415,0.057,21.231,0.079,20.887,0.321
21057,250.4102243,36.43504915,19.202,0.058,18.258,0.041,18.11,0.067,17.94,0.072,18.038,0.066
8126,250.4102262,36.36443788,99.999,9.999,21.631,0.054,20.892,0.04,20.697,0.042,21.006,0.289
13176,250.4102278,36.39920885,20.582,0.085,19.633,0.022,19.273,0.026,19.235,0.036,19.097,0.065
28778,250.4102327,36.4651945,17.928,0.043,16.727,0.068,16.288,0.088,16.061,0.093,16.296,0.071
7293,250.410236,36.35665414,22.119,0.281,21.025,0.034,20.402,0.04,20.245,0.037,20.225,0.17
16664,250.410244,36.41642799,99.999,9.999,21.114,0.062,20.552,0.088,20.287,0.057,99.999,9.999
28504,250.410245,36.46413503,17.746,0.081,16.55,0.092,16.263,0.088,16.019,0.194,16.037,0.09
21986,250.4102588,36.43865875,18.78,0.051,17.651,0.044,17.191,0.083,16.96,0.066,17.064,0.063
22509,250.4102622,36.44075114,19.4,0.101,18.487,0.073,18.039,0.087,18.11,0.109,18.091,0.079
17357,250.4102632,36.41954282,21.798,0.268,20.445,0.046,20.067,0.095,20.194,0.064,19.634,0.132
20165,250.4102654,36.43130385,21.209,0.28,20.19,0.054,19.722,0.081,19.946,0.149,19.591,0.142
28225,250.41027,36.46307196,19.622,0.142,18.319,0.075,17.959,0.076,99.999,9.999,17.732,0.069
18220,250.4102797,36.42323411,20.379,0.124,19.05,0.094,18.623,0.134,18.683,0.139,18.867,0.132
26844,250.4102818,36.45767672,18.983,0.079,17.832,0.07,17.526,0.095,17.323,0.115,17.576,0.086
5739,250.4102864,36.3392244,22.117,0.256,21.076,0.036,20.466,0.034,20.293,0.03,20.042,0.158
27142,250.41029,36.45885739,16.325,0.035,14.842,0.025,14.236,0.054,99.999,9.999,13.811,0.034
22380,250.4103013,36.44022692,16.253,0.017,15.204,0.013,15.37,0.03,15.509,0.038,15.647,0.021
26437,250.4103019,36.45607933,18.477,0.052,17.299,0.044,16.793,0.052,16.538,0.066,16.605,0.054
20627,250.4103073,36.43316516,18.9,0.071,17.797,0.088,17.372,0.111,17.285,0.119,17.64,0.103
26009,250.4103093,36.45437014,15.716,0.026,99.999,9.999,99.999,9.999,99.999,9.999,11.935,0.028
29224,250.4103128,36.466816,19.51,0.14,18.414,0.108,17.963,0.13,17.802,0.255,17.928,0.135
22322,250.4103146,36.43993266,19.6,0.173,17.73,0.078,17.756,0.075,18.059,0.098,17.914,0.071
11341,250.4103235,36.38855216,21.849,0.225,20.893,0.035,20.448,0.044,20.253,0.046,20.085,0.189
4288,250.4103235,36.31734216,99.999,9.999,22.552,0.114,21.731,0.068,21.376,0.074,99.999,9.999
14992,250.4103294,36.40873871,21.056,0.156,20.039,0.038,19.57,0.084,19.7,0.059,19.469,0.11
18736,250.4103297,36.42524766,19.817,0.061,18.744,0.051,18.46,0.09,18.48,0.126,18.396,0.085
25549,250.4103313,36.45256067,17.263,0.024,15.851,0.024,15.282,0.037,15.015,0.048,14.929,0.025
16583,250.4103454,36.416021,19.312,0.04,18.415,0.013,18.158,0.028,18.052,0.024,17.983,0.025
6589,250.4103473,36.34909564,21.107,0.094,20.245,0.021,19.898,0.026,19.735,0.028,19.631,0.092
16898,250.4103497,36.41739041,21.062,0.128,20.159,0.033,19.703,0.041,19.673,0.031,19.434,0.086
16793,250.4103536,36.41689744,20.398,0.067,19.5,0.02,19.256,0.032,19.154,0.032,19.166,0.079
17420,250.4103546,36.41975992,19.808,0.044,18.869,0.013,18.597,0.038,18.51,0.025,18.485,0.048
20488,250.410356,36.43259125,16.232,0.02,15.243,0.015,15.499,0.039,15.688,0.034,15.853,0.027
24132,250.4103749,36.44692374,19.36,0.087,18.27,0.093,17.851,0.107,17.756,0.114,17.937,0.106
6800,250.410387,36.35145641,99.999,9.999,22.15,0.096,21.374,0.074,21.054,0.052,20.912,0.318
10397,250.4103941,36.38219603,99.999,9.999,21.79,0.078,21.221,0.056,20.805,0.066,20.665,0.304
29570,250.4103945,36.46809576,19.789,0.127,18.894,0.109,18.595,0.11,18.38,0.175,18.677,0.157
23451,250.4104091,36.44420718,18.888,0.093,17.527,0.074,17.078,0.087,16.769,0.11,16.927,0.073
15856,250.4104092,36.41273156,20.313,0.07,19.351,0.019,19.106,0.033,19.035,0.045,19.012,0.076
24929,250.4104156,36.45004871,18.539,0.093,17.251,0.103,16.848,0.144,16.555,0.167,17.215,0.152
18591,250.4104219,36.42455379,19.223,0.054,18.381,0.022,18.256,0.051,17.974,0.044,18.037,0.038
23050,250.4104255,36.44270416,16.779,0.021,15.288,0.023,14.711,0.032,99.999,9.999,14.387,0.018
15680,250.4104307,36.41188233,18.565,0.025,17.34,0.008,16.847,0.038,16.648,0.018,16.548,0.016
21472,250.4104385,36.43653586,19.936,0.07,18.97,0.029,18.724,0.047,18.526,0.049,18.539,0.058
21918,250.4104531,36.43818006,19.336,0.054,18.224,0.047,17.826,0.083,17.888,0.083,17.949,0.072
