DAOPHOTID,RA,DEC,u,uError,g,gError,r,rError,i,iError,z,zError
5633,290.4707721,37.82613835,99.999,9.999,22.841,0.178,21.57,0.08,20.557,0.052,19.878,0.144
2344,290.4708951,37.75352112,99.999,9.999,23.152,0.218,21.669,0.081,20.204,0.042,19.682,0.123
6565,290.4710291,37.85070886,99.999,9.999,22.575,0.128,21.408,0.062,20.695,0.047,20.847,0.321
2709,290.471065,37.76122178,99.999,9.999,21.665,0.054,20.76,0.043,20.415,0.05,20.255,0.229
10395,290.4710767,37.96242029,99.999,9.999,23.155,0.199,21.64,0.075,21.216,0.102,99.999,9.999
8018,290.4711481,37.89167788,20.877,0.083,18.765,0.008,17.777,0.011,17.426,0.009,17.258,0.019
511,290.4712466,37.72021825,21.793,0.201,19.422,0.021,18.358,0.01,17.925,0.016,17.736,0.038
2399,290.4712562,37.75461554,19.086,0.021,17.776,0.01,17.275,0.007,17.1,0.01,17.04,0.024
2322,290.4713005,37.75286434,99.999,9.999,23.379,0.291,21.784,0.092,20.685,0.065,20.099,0.179
6659,290.471365,37.85318067,18.437,0.017,17.046,0.005,16.504,0.004,16.34,0.014,16.263,0.01
1724,290.471424,37.74125883,99.999,9.999,23.731,0.344,22.262,0.14,21.291,0.106,99.999,9.999
9112,290.4714408,37.92321808,99.999,9.999,22.566,0.114,20.939,0.053,20.191,0.042,19.634,0.116
1654,290.4715294,37.73983364,99.999,9.999,20.508,0.03,19.056,0.02,17.252,0.008,16.206,0.022
8840,290.4715481,37.91446543,22.07,0.247,19.8,0.013,18.664,0.012,18.271,0.011,18.02,0.034
9056,290.4715814,37.92160716,99.999,9.999,23.718,0.32,22.075,0.116,20.919,0.067,20.442,0.25
5672,290.4716438,37.82703963,99.999,9.999,23.17,0.256,21.982,0.103,20.63,0.06,20.257,0.204
5809,290.4716981,37.83045822,99.999,9.999,21.538,0.048,19.964,0.024,19.217,0.019,18.774,0.048
4263,290.4717261,37.79374117,99.999,9.999,22.3,0.096,21.517,0.082,21.54,0.09,20.982,0.338
7997,290.4719166,37.89080355,21.565,0.185,19.43,0.01,18.405,0.012,18.044,0.013,17.844,0.031
7939,290.4719783,37.88909083,21.536,0.16,20.136,0.02,19.492,0.018,19.289,0.025,19.212,0.078
4955,290.4720515,37.80943019,99.999,9.999,22.309,0.095,21.77,0.095,21.2,0.098,99.999,9.999
7710,290.4721037,37.8826987,99.999,9.999,22.065,0.089,20.34,0.034,19.316,0.017,18.849,0.058
9577,290.4721094,37.93756599,21.975,0.23,20.141,0.018,19.315,0.013,19.065,0.014,18.876,0.064
8076,290.4721914,37.89267678,99.999,9.999,22.061,0.088,20.432,0.028,19.176,0.017,18.598,0.049
9654,290.472253,37.9400803,21.79,0.215,20.328,0.019,19.456,0.018,19.153,0.018,18.991,0.064
4104,290.4723491,37.78990897,19.957,0.047,18.67,0.014,18.141,0.015,17.913,0.013,17.927,0.029
4929,290.4723537,37.80881141,99.999,9.999,22.906,0.172,21.423,0.07,20.586,0.052,19.898,0.165
5529,290.4724261,37.82292671,99.999,9.999,22.34,0.096,20.894,0.038,20.211,0.041,19.947,0.155
4101,290.4724882,37.78976536,19.898,0.044,18.455,0.012,17.863,0.014,17.696,0.011,17.528,0.017
6061,290.4726914,37.83661127,99.999,9.999,21.695,0.062,20.938,0.042,20.702,0.064,20.354,0.21
8985,290.4727645,37.91906639,22.271,0.372,20.514,0.02,19.931,0.027,19.698,0.025,19.522,0.1
5613,290.4727812,37.82474067,17.058,0.009,15.693,0.006,15.141,0.009,14.958,0.007,14.893,0.01
5780,290.4728081,37.82918753,19.577,0.03,17.875,0.006,17.082,0.012,16.782,0.009,16.636,0.014
6959,290.4729618,37.86085683,99.999,9.999,21.828,0.064,21.531,0.086,21.194,0.084,99.999,9.999
8741,290.4730054,37.9112025,21.188,0.129,19.943,0.014,19.463,0.018,19.276,0.022,19.318,0.077
909,290.4730812,37.72604801,20.949,0.088,19.53,0.021,18.908,0.014,18.684,0.016,18.533,0.041
5944,290.4730884,37.83364008,22.551,0.351,21.312,0.043,20.678,0.046,20.542,0.052,20.699,0.321
6262,290.4731497,37.84206227,22.014,0.258,19.537,0.014,18.492,0.013,18.119,0.012,17.902,0.027
8559,290.4731504,37.90625428,18.436,0.014,16.563,0.005,15.843,0.006,15.6,0.005,15.489,0.012
1194,290.4731982,37.73116483,21.325,0.132,20.052,0.019,19.327,0.018,19.004,0.02,18.88,0.064
1071,290.4731993,37.72894179,99.999,9.999,21.772,0.056,20.642,0.034,20.174,0.046,19.895,0.174
8820,290.4733076,37.91323775,99.999,9.999,22.444,0.1,21.543,0.068,21.186,0.086,99.999,9.999
763,290.4733127,37.72346622,19.843,0.04,18.418,0.018,17.835,0.009,17.632,0.013,17.535,0.031
690,290.4733576,37.7223545,21.569,0.181,20.46,0.024,19.827,0.024,19.579,0.028,19.422,0.109
3596,290.4733756,37.77820904,18.018,0.015,16.572,0.005,16.016,0.008,15.861,0.01,15.788,0.01
6003,290.4733795,37.83495633,19.118,0.022,17.726,0.007,17.139,0.013,16.937,0.009,16.834,0.019
4000,290.4735237,37.78717311,17.831,0.013,16.054,0.005,15.334,0.011,15.112,0.01,14.988,0.006
10211,290.473665,37.95568028,18.56,0.019,16.844,0.007,16.181,0.006,15.948,0.013,15.831,0.022
8553,290.473694,37.90591006,20.762,0.089,18.315,0.01,17.33,0.007,17.011,0.007,16.792,0.015
8330,290.4738113,37.89924393,22.233,0.262,21.357,0.04,20.729,0.042,20.538,0.049,20.446,0.211
1544,290.4739544,37.73706096,99.999,9.999,21.543,0.046,20.695,0.034,20.374,0.047,19.993,0.21
3662,290.473958,37.77928659,99.999,9.999,21.383,0.05,19.933,0.022,19.268,0.019,18.972,0.068
6688,290.4740189,37.85293633,99.999,9.999,23.728,0.383,22.189,0.119,21.065,0.085,20.418,0.279
5342,290.4740788,37.8181144,20.802,0.064,18.908,0.01,18.055,0.011,17.692,0.012,17.517,0.022
1098,290.47437,37.72901128,99.999,9.999,21.903,0.077,21.304,0.059,21.277,0.09,99.999,9.999
10215,290.4745504,37.95542314,99.999,9.999,20.796,0.036,20.06,0.025,19.83,0.033,19.617,0.115
1220,290.4745595,37.73114102,99.999,9.999,20.602,0.029,19.207,0.015,18.537,0.014,18.197,0.034
8914,290.4745812,37.91602956,99.999,9.999,22.454,0.111,21.352,0.059,20.832,0.064,20.265,0.211
3038,290.4746535,37.76658304,18.061,0.017,16.419,0.006,15.788,0.01,15.617,0.011,15.529,0.014
7891,290.4747249,37.88661714,22.17,0.268,20.953,0.034,20.418,0.025,20.219,0.04,19.867,0.156
8590,290.4747442,37.90634482,99.999,9.999,23.153,0.222,21.935,0.105,20.912,0.069,20.298,0.187
5982,290.4748059,37.83389717,99.999,9.999,22.288,0.097,20.815,0.038,19.652,0.023,19.127,0.064
8517,290.4748447,37.90452104,21.172,0.122,19.336,0.012,18.658,0.009,18.435,0.01,18.319,0.042
2206,290.4749051,37.7488907,99.999,9.999,21.828,0.076,21.29,0.056,21.074,0.083,21.065,0.349
2324,290.4750419,37.75142183,99.999,9.999,23.442,0.249,21.789,0.092,20.836,0.059,20.254,0.182
1712,290.4751221,37.73954289,15.702,0.011,14.474,0.013,14.08,0.011,99.999,9.999,13.936,0.027
8758,290.4751767,37.91081555,22.144,0.275,21.144,0.039,20.517,0.036,20.432,0.038,20.698,0.389
1571,290.4752156,37.73711983,99.999,9.999,99.999,9.999,22.082,0.122,20.629,0.056,19.888,0.138
3617,290.4752182,37.77782973,20.677,0.067,18.956,0.011,18.327,0.009,18.128,0.012,18.034,0.032
3390,290.4752234,37.77337091,99.999,9.999,21.746,0.057,20.364,0.034,19.875,0.036,19.469,0.078
1631,290.4752584,37.73814564,99.999,9.999,20.678,0.031,19.292,0.015,18.65,0.019,18.284,0.051
9312,290.4752715,37.92817541,99.999,9.999,22.464,0.107,21.094,0.06,20.444,0.047,20.629,0.277
5805,290.4753416,37.82896961,99.999,9.999,21.404,0.051,20.797,0.043,20.471,0.047,20.571,0.33
149,290.4753559,37.7130626,99.999,9.999,20.922,0.039,19.604,0.017,19.153,0.017,18.876,0.061
9269,290.47536,37.92650082,99.999,9.999,22.913,0.145,21.475,0.072,19.849,0.032,19.039,0.071
10233,290.4754183,37.95586889,99.999,9.999,23.507,0.277,21.568,0.077,20.74,0.051,20.492,0.273
5564,290.475513,37.82257623,21.306,0.137,19.867,0.018,19.268,0.017,19.085,0.02,18.875,0.055
860,290.4755761,37.72429208,99.999,9.999,22.589,0.117,20.898,0.042,19.865,0.03,19.308,0.08
8597,290.4756287,37.90622598,99.999,9.999,22.9,0.157,21.331,0.065,20.648,0.048,19.815,0.149
7476,290.4756515,37.87427955,99.999,9.999,21.26,0.045,19.746,0.018,18.7,0.016,18.133,0.036
2553,290.4756614,37.75609557,22.225,0.366,20.606,0.023,20.072,0.027,19.792,0.033,19.737,0.1
4514,290.4757374,37.79778041,99.999,9.999,21.57,0.051,20.063,0.022,19.196,0.02,18.666,0.045
2677,290.4757606,37.75871828,18.759,0.024,17.073,0.008,16.44,0.008,16.236,0.008,16.145,0.024
3279,290.475829,37.77094634,99.999,9.999,22.911,0.17,21.533,0.078,20.27,0.039,19.749,0.125
410,290.475964,37.71650975,20.53,0.066,19.25,0.02,19.018,0.019,99.999,9.999,18.96,0.069
855,290.4760124,37.72401059,99.999,9.999,22.297,0.104,20.8,0.037,20.158,0.043,19.808,0.131
8215,290.4761227,37.89518645,99.999,9.999,22.353,0.106,21.941,0.113,21.461,0.113,99.999,9.999
4918,290.4761984,37.80706123,99.999,9.999,22.498,0.119,21.131,0.052,20.608,0.057,20.003,0.163
7707,290.4762147,37.88099541,16.827,0.005,15.371,0.004,14.811,0.006,14.654,0.004,14.609,0.011
10397,290.4762236,37.96045337,99.999,9.999,22.648,0.131,21.463,0.075,20.981,0.081,99.999,9.999
1956,290.4763944,37.74365187,99.999,9.999,21.609,0.065,20.388,0.033,20.021,0.039,19.732,0.123
4478,290.476473,37.79660517,21.935,0.2,20.245,0.02,19.455,0.019,19.098,0.022,18.884,0.057
8074,290.4764821,37.89094763,99.999,9.999,22.858,0.145,21.476,0.077,20.936,0.068,20.493,0.203
5639,290.4764934,37.82410873,99.999,9.999,20.878,0.03,20.19,0.029,19.863,0.024,19.632,0.091
6723,290.4765651,37.8527557,99.999,9.999,21.821,0.059,20.443,0.027,19.713,0.027,19.326,0.071
7713,290.4765693,37.8809968,20.54,0.119,18.949,0.052,18.833,0.106,18.522,0.055,17.932,0.097
2304,290.4767556,37.75018745,99.999,9.999,22.264,0.096,20.844,0.044,19.786,0.031,19.225,0.08
10413,290.4768968,37.96075011,99.999,9.999,22.36,0.123,21.504,0.062,21.38,0.093,20.937,0.348
9515,290.4769474,37.93374139,20.612,0.076,19.511,0.015,18.972,0.015,18.78,0.016,18.731,0.051
9291,290.4770617,37.92672159,99.999,9.999,22.935,0.177,21.386,0.054,20.861,0.063,99.999,9.999
1715,290.4770722,37.73891076,99.999,9.999,22.627,0.171,21.532,0.076,20.206,0.037,19.487,0.076
4568,290.4771888,37.79840489,22.526,0.346,21.165,0.043,20.696,0.035,20.556,0.056,20.171,0.194
8132,290.4771994,37.89238051,99.999,9.999,22.433,0.147,21.422,0.097,20.4,0.081,19.856,0.159
9045,290.4772348,37.91906376,99.999,9.999,22.602,0.123,21.379,0.075,20.718,0.061,20.022,0.189
9245,290.477243,37.92504687,99.999,9.999,21.933,0.072,20.344,0.026,19.062,0.015,18.41,0.036
5690,290.4772492,37.82520448,21.615,0.136,19.651,0.013,18.917,0.014,18.629,0.014,18.5,0.047
2023,290.4773051,37.74463067,99.999,9.999,22.908,0.187,21.344,0.059,20.518,0.032,20.076,0.147
2279,290.4773987,37.74927323,18.17,0.017,16.523,0.011,15.794,0.008,15.507,0.007,15.352,0.022
6423,290.4774354,37.84453458,99.999,9.999,20.566,0.026,19.541,0.017,19.124,0.024,18.828,0.065
8050,290.4775792,37.88995693,99.999,9.999,23.1,0.2,21.472,0.063,20.967,0.076,20.326,0.237
5811,290.4776543,37.82816292,21.512,0.162,19.967,0.018,19.239,0.011,18.986,0.016,18.776,0.044
7790,290.4776875,37.88243938,20.511,0.067,19.223,0.012,18.728,0.015,18.592,0.014,18.514,0.047
5566,290.4777827,37.82171912,22.579,0.314,21.114,0.034,20.11,0.022,19.671,0.024,19.37,0.092
5361,290.4780087,37.8168367,99.999,9.999,23.075,0.217,21.626,0.073,21.013,0.088,20.406,0.234
3710,290.4782864,37.77858282,99.999,9.999,21.891,0.064,20.347,0.029,19.686,0.036,19.181,0.076
4697,290.4784321,37.80120727,99.999,9.999,99.999,9.999,21.783,0.091,21.291,0.103,20.792,0.331
8420,290.4785671,37.9002783,17.971,0.011,16.541,0.005,15.937,0.008,15.706,0.006,15.595,0.014
51,290.478713,37.71040323,99.999,9.999,22.334,0.109,21.222,0.056,20.754,0.082,20.006,0.24
2689,290.4788143,37.75779666,21.208,0.112,19.531,0.014,18.887,0.016,18.656,0.017,18.537,0.039
3690,290.478817,37.77796217,99.999,9.999,22.499,0.113,21.114,0.049,20.545,0.059,20.022,0.16
4453,290.4788355,37.79498776,21.023,0.119,19.335,0.015,18.575,0.022,18.342,0.033,18.236,0.04
7192,290.4789486,37.86493945,21.378,0.162,18.562,0.008,17.27,0.006,16.794,0.008,16.512,0.013
3374,290.4789539,37.77153452,99.999,9.999,22.874,0.183,21.373,0.061,20.9,0.071,20.455,0.269
10207,290.4790718,37.95353611,99.999,9.999,22.426,0.134,21.155,0.067,20.159,0.04,19.745,0.141
545,290.4790759,37.71774195,20.684,0.077,18.848,0.02,18.039,0.008,17.747,0.011,17.592,0.031
4076,290.479165,37.7866163,99.999,9.999,23.444,0.279,21.77,0.093,20.828,0.064,20.404,0.23
3972,290.4791957,37.78429133,99.999,9.999,21.615,0.049,21.022,0.042,20.809,0.07,20.61,0.324
10184,290.4791998,37.95292006,19.496,0.036,17.816,0.007,17.093,0.009,16.825,0.012,16.697,0.021
5652,290.4792059,37.82336983,99.999,9.999,22.045,0.079,21.222,0.047,21.015,0.072,20.708,0.29
8305,290.4792242,37.89627105,16.384,0.007,14.813,0.003,14.195,0.01,99.999,9.999,13.895,0.018
6408,290.4793058,37.8435207,99.999,9.999,20.673,0.025,19.172,0.014,18.422,0.013,18.033,0.032
8454,290.4793514,37.90094051,99.999,9.999,21.125,0.04,19.597,0.016,18.629,0.013,18.099,0.03
7042,290.4793558,37.86106511,99.999,9.999,21.466,0.051,20.364,0.028,20.006,0.035,19.726,0.128
9339,290.4793615,37.92750949,99.999,9.999,20.503,0.021,19.4,0.016,19.057,0.015,18.83,0.058
8376,290.4793818,37.89850856,17.665,0.012,16.481,0.005,16.087,0.01,15.956,0.006,15.901,0.018
4551,290.479467,37.79705232,21.528,0.164,19.75,0.018,19.135,0.014,18.947,0.022,18.849,0.063
6052,290.4795004,37.83377965,99.999,9.999,23.062,0.188,21.541,0.082,20.083,0.043,19.294,0.07
2780,290.479526,37.75941916,99.999,9.999,21.746,0.063,20.435,0.036,19.681,0.047,19.12,0.073
7301,290.4795393,37.86800744,20.316,0.058,18.767,0.009,18.084,0.01,17.839,0.01,17.706,0.024
7859,290.4795735,37.883939,20.893,0.104,19.019,0.009,18.272,0.01,18.014,0.011,17.925,0.031
2885,290.4795824,37.76159865,99.999,9.999,23.204,0.214,21.822,0.104,20.931,0.082,20.439,0.241
7972,290.479631,37.8870245,99.999,9.999,21.468,0.052,20.805,0.04,20.657,0.051,20.088,0.15
9317,290.4796353,37.92682786,99.999,9.999,20.486,0.021,19.497,0.018,19.196,0.023,19.08,0.065
2705,290.479804,37.75773656,99.999,9.999,20.01,0.016,19.091,0.015,18.735,0.017,18.534,0.051
5737,290.4798169,37.82536765,20.548,0.067,19.048,0.016,18.497,0.015,18.299,0.011,18.187,0.033
3964,290.4798894,37.78387802,20.718,0.08,19.36,0.013,18.774,0.012,18.588,0.015,18.56,0.051
3267,290.4799148,37.76894582,99.999,9.999,21.118,0.038,19.91,0.022,19.509,0.03,19.206,0.073
4875,290.4799639,37.80466023,19.817,0.041,17.648,0.008,16.762,0.009,16.454,0.008,16.277,0.013
10362,290.4800501,37.95785073,21.201,0.114,19.274,0.012,18.417,0.012,18.133,0.019,17.986,0.035
7780,290.4802028,37.88134531,20.007,0.038,18.522,0.007,17.897,0.009,17.685,0.008,17.604,0.025
9412,290.480353,37.92942832,99.999,9.999,21.012,0.033,19.429,0.017,18.531,0.014,17.95,0.029
9552,290.4804027,37.93362604,99.999,9.999,23.32,0.258,21.665,0.083,20.982,0.069,20.429,0.25
5216,290.4804927,37.8127272,99.999,9.999,21.343,0.04,20.429,0.032,20.193,0.043,19.951,0.139
7515,290.4805124,37.87364312,99.999,9.999,23.701,0.381,21.982,0.098,21.329,0.093,20.731,0.34
7500,290.480564,37.87296756,99.999,9.999,22.062,0.086,20.485,0.04,19.657,0.022,19.001,0.068
3691,290.4806711,37.77733925,22.379,0.3,21.507,0.053,21.048,0.05,20.932,0.075,99.999,9.999
7569,290.4808367,37.87489358,21.351,0.123,19.009,0.01,18.015,0.008,17.685,0.01,17.466,0.02
2309,290.4808668,37.74879171,21.384,0.136,20.046,0.018,19.512,0.015,19.31,0.023,19.251,0.078
10281,290.480973,37.95497609,99.999,9.999,21.101,0.041,20.136,0.028,19.75,0.032,19.705,0.112
3012,290.4810278,37.7634456,21.091,0.105,18.84,0.011,17.828,0.014,17.458,0.009,17.271,0.024
5426,290.481088,37.81700289,99.999,9.999,22.397,0.119,20.977,0.05,20.505,0.059,20.188,0.179
233,290.4811504,37.71187865,19.239,0.031,17.83,0.017,17.174,0.006,16.932,0.01,16.808,0.04
4116,290.4811539,37.78688002,19.306,0.028,17.636,0.006,16.964,0.009,16.76,0.01,16.676,0.013
8825,290.4811945,37.91029491,21.336,0.139,19.149,0.012,18.276,0.011,17.967,0.01,17.776,0.021
3711,290.4812002,37.77753635,99.999,9.999,21.099,0.034,20.121,0.029,19.785,0.032,19.46,0.105
6454,290.4812092,37.8439753,99.999,9.999,21.018,0.032,19.737,0.024,19.268,0.021,18.891,0.063
7443,290.4812349,37.871026,19.926,0.037,18.565,0.008,17.985,0.008,17.804,0.01,17.65,0.025
2784,290.4812706,37.75879309,99.999,9.999,23.024,0.207,21.842,0.104,20.553,0.057,19.882,0.145
10299,290.4814415,37.95541227,22.245,0.303,20.487,0.025,19.364,0.02,19.011,0.02,18.833,0.057
3963,290.4814605,37.78325717,99.999,9.999,21.049,0.036,20,0.027,19.59,0.023,19.271,0.085
2006,290.4814962,37.74252938,99.999,9.999,21.666,0.064,20.339,0.036,19.738,0.023,19.192,0.074
5404,290.4815208,37.81643071,99.999,9.999,20.035,0.017,18.616,0.01,18.045,0.011,17.697,0.024
8531,290.4815633,37.90230083,21.892,0.227,20.126,0.018,19.267,0.012,18.932,0.013,18.664,0.05
4090,290.4816314,37.78595455,22.012,0.235,20.245,0.025,19.371,0.025,19.108,0.026,18.972,0.07
2954,290.4816481,37.76199853,21.736,0.194,20.098,0.02,19.536,0.016,19.276,0.023,19.18,0.084
8695,290.4818908,37.90630238,99.999,9.999,22.65,0.149,21.201,0.065,20.516,0.051,19.956,0.147
6377,290.481911,37.84145101,99.999,9.999,23.007,0.178,21.777,0.102,20.415,0.046,19.729,0.136
8705,290.4819375,37.90669665,21.28,0.138,19.911,0.016,19.152,0.015,18.893,0.014,18.783,0.066
5060,290.482014,37.80839156,99.999,9.999,22.097,0.079,20.665,0.041,19.248,0.018,18.552,0.049
5664,290.4820448,37.82279972,99.999,9.999,21.177,0.038,19.862,0.018,19.308,0.021,18.973,0.062
6446,290.4820455,37.84347802,20.81,0.076,18.805,0.009,17.922,0.01,17.593,0.014,17.426,0.023
8834,290.4820632,37.91027882,99.999,9.999,22.8,0.156,21.197,0.059,19.973,0.038,19.274,0.084
6916,290.4820681,37.85608741,99.999,9.999,22.279,0.084,21.305,0.062,20.946,0.076,20.44,0.297
5585,290.4820685,37.82048142,99.999,9.999,20.123,0.021,18.814,0.012,18.306,0.014,18.053,0.035
5840,290.4821575,37.82721086,99.999,9.999,23.04,0.22,21.661,0.076,20.457,0.042,19.712,0.11
6788,290.4821616,37.85253099,99.999,9.999,23.461,0.296,22.197,0.118,20.96,0.077,19.911,0.144
4500,290.4821655,37.79479621,99.999,9.999,21.056,0.029,19.497,0.018,18.765,0.014,18.357,0.039
6206,290.4822505,37.83698487,20.206,0.039,17.933,0.007,16.973,0.013,16.641,0.011,16.485,0.016
2598,290.4823456,37.75448438,20.588,0.07,18.881,0.014,18.197,0.011,17.986,0.014,17.86,0.035
166,290.4824016,37.71051076,99.999,9.999,22.955,0.176,21.374,0.06,20.1,0.04,19.249,0.088
2347,290.482447,37.74910707,19.704,0.031,17.921,0.011,17.263,0.011,17.071,0.009,16.989,0.021
7449,290.482507,37.87081778,17.632,0.012,16.051,0.004,15.364,0.004,15.122,0.008,14.999,0.009
5480,290.4826817,37.81771925,21.851,0.179,20.058,0.018,19.187,0.012,18.923,0.015,18.786,0.058
5550,290.4827238,37.81946541,20.057,0.041,18.885,0.01,18.443,0.012,18.259,0.012,18.234,0.037
8572,290.4827688,37.9029007,99.999,9.999,20.788,0.032,20.116,0.019,19.841,0.026,19.752,0.128
2093,290.4827723,37.74362633,99.999,9.999,21.783,0.066,21.276,0.059,21.159,0.091,20.879,0.383
8786,290.4827845,37.9086621,21.857,0.205,20.547,0.021,19.813,0.02,19.589,0.021,19.208,0.08
9446,290.4827947,37.92950169,21.065,0.1,19.631,0.013,19.015,0.013,18.844,0.012,18.765,0.058
7608,290.4828014,37.87543054,20.934,0.095,18.918,0.009,18.096,0.009,17.813,0.011,17.625,0.025
6116,290.4828189,37.83436226,14.664,0.006,13.17,0.012,99.999,9.999,99.999,9.999,12.386,0.009
7308,290.482822,37.86682944,99.999,9.999,22.491,0.109,21.326,0.068,20.666,0.064,20.611,0.296
7564,290.482823,37.87404342,19.732,0.038,18.249,0.007,17.673,0.007,17.469,0.01,17.4,0.02
5308,290.4828277,37.81391367,21.232,0.094,19.848,0.015,19.3,0.017,19.011,0.02,18.89,0.064
4995,290.4829704,37.80614984,99.999,9.999,21.49,0.051,20.566,0.03,20.231,0.04,20.137,0.201
5337,290.4829862,37.81455707,22.401,0.33,21.115,0.04,20.579,0.029,20.357,0.039,19.95,0.17
8659,290.4829965,37.90514188,99.999,9.999,21.962,0.077,21.532,0.058,21.334,0.076,20.948,0.351
79,290.4830626,37.70902762,22.268,0.298,20.688,0.033,20.063,0.023,19.828,0.031,19.804,0.128
7426,290.4833194,37.86983712,99.999,9.999,21.832,0.076,20.877,0.044,20.495,0.053,20.031,0.193
24,290.4833565,37.70819743,21.489,0.255,21.108,0.155,21.146,0.136,20.565,0.116,19.641,0.223
9338,290.4833791,37.92593673,99.999,9.999,22.177,0.088,20.551,0.036,19.637,0.032,19.187,0.094
9478,290.4834345,37.93021785,99.999,9.999,21.189,0.046,20.037,0.023,19.636,0.022,19.413,0.098
8202,290.4834576,37.89187344,17.782,0.01,16.518,0.004,16.107,0.011,15.977,0.006,15.941,0.018
4561,290.4836096,37.79570855,99.999,9.999,22.814,0.14,21.504,0.079,20.204,0.048,19.328,0.099
6439,290.483671,37.84260072,99.999,9.999,21.047,0.033,19.532,0.017,18.665,0.018,18.243,0.041
8509,290.483676,37.90078965,21.594,0.192,20.288,0.02,19.964,0.02,19.787,0.031,19.887,0.151
1242,290.4836916,37.72779097,20.852,0.097,19.088,0.019,18.374,0.009,18.129,0.012,17.974,0.031
10118,290.4837389,37.94903741,21.171,0.133,19.738,0.015,19.161,0.012,18.97,0.018,19.03,0.078
477,290.4838689,37.71472499,19.687,0.036,18.35,0.017,17.788,0.007,17.591,0.01,17.498,0.041
9773,290.4838955,37.93919453,99.999,9.999,22.103,0.086,21.31,0.053,21.129,0.088,99.999,9.999
8911,290.4839029,37.91219707,20.924,0.106,19.689,0.015,19.097,0.014,18.908,0.014,18.833,0.056
2764,290.4839226,37.75736236,99.999,9.999,22.018,0.081,21.09,0.045,20.625,0.054,20.415,0.236
6990,290.4839757,37.85738706,99.999,9.999,23.628,0.321,21.842,0.097,20.272,0.041,19.329,0.095
569,290.4840399,37.71622008,99.999,9.999,23.405,0.25,21.628,0.086,21.074,0.078,20.766,0.32
3628,290.4841045,37.77463798,18.838,0.021,17.071,0.006,16.39,0.009,16.192,0.009,16.105,0.011
9857,290.4841205,37.94134542,19.199,0.025,17.826,0.008,17.137,0.009,16.859,0.011,16.701,0.014
2049,290.4841367,37.74234939,99.999,9.999,20.964,0.034,19.908,0.019,19.477,0.025,19.136,0.07
10380,290.4841622,37.95667175,19.967,0.052,18.176,0.007,17.472,0.008,17.234,0.012,17.123,0.021
9958,290.4841637,37.94428903,99.999,9.999,21.533,0.058,20.668,0.04,20.356,0.032,20.403,0.239
4814,290.484165,37.80169785,99.999,9.999,23.123,0.207,21.857,0.097,20.723,0.05,20.21,0.197
3212,290.4841777,37.76624775,22.032,0.226,20.854,0.034,20.508,0.036,20.326,0.043,20.198,0.189
4424,290.4842489,37.79241569,99.999,9.999,22.478,0.13,20.814,0.039,20.21,0.036,19.742,0.101
9845,290.4843428,37.94084687,99.999,9.999,21.65,0.096,20.015,0.028,19.418,0.025,19.156,0.083
9162,290.4844114,37.91972283,19.336,0.031,18.04,0.009,17.466,0.007,17.261,0.007,17.145,0.019
4696,290.4844256,37.79887291,20.501,0.06,18.046,0.008,17.012,0.007,16.69,0.013,16.521,0.01
2567,290.4844783,37.75296371,22.139,0.241,20.557,0.022,19.716,0.02,19.323,0.02,19.116,0.068
1821,290.4845,37.73827034,99.999,9.999,20.292,0.024,19.178,0.018,18.795,0.022,18.647,0.061
7451,290.4845078,37.87008299,99.999,9.999,21.488,0.049,20.412,0.034,20.181,0.034,19.966,0.179
6884,290.4845452,37.85445598,99.999,9.999,22.106,0.099,20.334,0.029,18.455,0.015,17.413,0.021
6605,290.4845675,37.84662403,99.999,9.999,21.849,0.061,20.177,0.028,18.995,0.016,18.341,0.036
8174,290.4845926,37.89062386,99.999,9.999,21.015,0.029,19.573,0.018,18.932,0.013,18.639,0.043
9769,290.4846477,37.93865963,99.999,9.999,21.95,0.079,20.346,0.03,19.65,0.028,19.208,0.071
9883,290.4846478,37.94180395,20.98,0.117,19.7,0.015,19.151,0.014,18.923,0.018,18.881,0.068
7074,290.4846684,37.85994835,21.086,0.097,19.024,0.011,18.176,0.008,17.873,0.012,17.702,0.024
1431,290.4846713,37.7309825,21.903,0.225,19.705,0.021,18.947,0.012,18.666,0.016,18.537,0.054
1789,290.4847218,37.73762852,21.997,0.248,20.962,0.035,20.086,0.03,19.773,0.035,19.479,0.109
1851,290.484741,37.73874327,99.999,9.999,21.916,0.083,20.495,0.04,19.833,0.034,19.477,0.106
4606,290.4848825,37.79614288,21.928,0.225,20.71,0.027,20.227,0.029,20.141,0.034,19.862,0.115
8585,290.4848881,37.90231828,99.999,9.999,21.845,0.065,20.735,0.039,20.337,0.041,20.11,0.161
2147,290.4849206,37.74362477,22.415,0.338,20.887,0.029,20.081,0.027,19.797,0.032,19.427,0.088
1923,290.4849402,37.73974795,20.157,0.051,19.048,0.016,18.582,0.01,18.446,0.019,18.322,0.051
4528,290.4849856,37.79437778,99.999,9.999,22.995,0.147,21.637,0.085,20.737,0.077,20.347,0.291
9131,290.4850084,37.91848892,21.928,0.246,21.105,0.036,20.53,0.036,20.435,0.052,20.159,0.22
7763,290.4851459,37.87899578,22.432,0.29,20.247,0.02,19.158,0.015,18.825,0.019,18.58,0.051
7587,290.4851737,37.87368062,99.999,9.999,21.24,0.046,20.667,0.033,20.414,0.047,20.64,0.324
